Inspection Date,Response Score,Script Item Number,Location Code,Plant Number,Installed Component,Installed Modifier,Script ID,Script Description,Attribute ID,Questions,Response Description,Script Activity ID,Script Result ID,Site,Work Group,Zone,Script Version Number,5Char_Site_Code,Civil Item
10/08/2022,40.0,25,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA15,Rate the level of damage/cracking on the main body of the asset,SUPERFICIAL/MINOR DETERIORATION,S-0670025,SRR-10429894,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,27,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA16,Rate the condition of the metalwork on the main body of the asset,G4-LIGHT PITTING/MAJORITY OF COATING LOST,S-0670025,SRR-10429895,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,1.0,2,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,S-0670025,SRR-10429897,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,40.0,6,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA04,Rate condition of foundation (base),SUPERFICIAL/MINOR DETERIORATION,S-0670025,SRR-10429898,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,22,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA13,What is the phase for this issue?,YELLOW PHASE,S-0670025,SRR-10429900,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,20.0,23,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA14,Rate the level of pollution on the main body of the asset,SOME POLLUTION,S-0670025,SRR-10429901,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,40.0,25,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA15,Rate the level of damage/cracking on the main body of the asset,SUPERFICIAL/MINOR DETERIORATION,S-0670025,SRR-10429902,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,27,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA16,Rate the condition of the metalwork on the main body of the asset,G4-LIGHT PITTING/MAJORITY OF COATING LOST,S-0670025,SRR-10429903,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,3,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA02,What is the number for the gantry?,nan,S-0670025,SRR-10429904,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,1.0,5,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA03,Do you want to report any condition deterioration for the base?,YES,S-0670025,SRR-10429905,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,17,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA10,Confirm integrity of the earthing connections,LOOSE/INSECURE,S-0670025,SRR-10429906,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,0.0,19,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA11,Add details for another earthing connection,NO,S-0670025,SRR-10429908,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,1.0,2,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,S-0670045,SRR-10430330,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,3,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA02,What is the number for the gantry?,nan,S-0670045,SRR-10430331,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,1.0,5,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA03,Do you want to report any condition deterioration for the base?,YES,S-0670045,SRR-10430332,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,6,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA04,Rate condition of foundation (base),EVIDENCE OF HEAVY DETERIORATION,S-0670045,SRR-10430333,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,0.0,9,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA06,Do you want to report any condition deterioration for the support structure?,NO,S-0670045,SRR-10430335,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,0.0,16,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA09,Do any of the earthing connections need reporting,NO,S-0670045,SRR-10430336,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,0.0,21,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA12,Does the asset body need reporting,NO,S-0670045,SRR-10430337,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,1.0,2,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,S-0670045,SRR-10430339,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,80.0,6,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA04,Rate condition of foundation (base),"ADVANCED, SEVERE DETERIORATION",S-0670045,SRR-10430340,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,3,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA02,What is the number for the gantry?,nan,S-0670045,SRR-10430342,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,1.0,5,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA03,Do you want to report any condition deterioration for the base?,YES,S-0670045,SRR-10430343,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439402,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439403,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439406,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439408,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439410,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,80.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,"ADVANCED, SEVERE DETERIORATION",S-0670587,SRR-10439412,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439414,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,80.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,"ADVANCED, SEVERE DETERIORATION",S-0670587,SRR-10439416,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439418,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439420,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439422,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439424,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439426,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439428,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439430,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439432,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439434,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439436,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439438,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439440,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439442,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439444,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439446,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439448,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439450,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439452,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439454,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439456,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439458,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439460,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439462,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439464,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439466,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439468,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439470,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439472,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439474,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439476,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439478,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,80.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,"ADVANCED, SEVERE DETERIORATION",S-0670587,SRR-10439480,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439482,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439484,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439486,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439488,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439490,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,40.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,SUPERFICIAL/MINOR DETERIORATION,S-0670587,SRR-10439492,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439494,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439496,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439498,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439500,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0670587,SRR-10439502,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
10/08/2022,60.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,EVIDENCE OF HEAVY DETERIORATION,S-0670587,SRR-10439504,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,VEHICLE CROSSING,S-0671694,SRR-10451415,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,0.0,4,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC04,Rate the crossing,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",S-0671694,SRR-10451416,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,,1,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,S-0671700,SRR-10451500,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,0.0,2,HAMH4SCARE,HAMH4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC02,Rate trench cover,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",S-0671700,SRR-10451501,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,1.0,2,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,S-0671783,SRR-10452848,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,,3,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA02,What is the number for the gantry?,nan,S-0671783,SRR-10452849,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,1.0,5,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA03,Do you want to report any condition deterioration for the base?,YES,S-0671783,SRR-10452850,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,60.0,6,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA04,Rate condition of foundation (base),EVIDENCE OF HEAVY DETERIORATION,S-0671783,SRR-10452851,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
11/08/2022,1.0,9,HAMH4STECH,HAMH4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA06,Do you want to report any condition deterioration for the support structure?,YES,S-0671783,SRR-10452853,HAMH,TCNWARW,TCN,1,HAMH4,Civil Item
